1,0,0,0,0,0,0,3,5,0,3,0
18,0,0,0,0,48,0,0,0,56,0,0
34,0,0,0,5,11,3,35,3,21,1,0
21,0,0,0,0,0,0,0,3,1,0,0
0,0,0,0,13,0,0,3,20,39,0,0
0,0,0,0,0,46,0,12,2,12,0,0
0,0,0,0,0,9,0,16,2,11,0,0
0,0,0,0,0,31,0,4,0,26,0,0
0,0,0,0,0,1,0,0,5,28,0,0
0,0,0,0,26,17,0,16,8,13,0,0
0,0,0,0,0,21,0,6,3,8,0,0
0,0,0,0,4,17,0,0,0,8,0,5
0,0,0,0,0,24,0,0,0,20,0,0
0,0,0,0,0,37,3,0,0,6,0,0
0,0,0,0,0,0,0,2,1,4,1,3
0,0,0,0,0,0,0,1,24,0,0,0
0,0,0,0,0,0,0,26,0,0,0,0
0,0,0,3,0,0,0,1,0,0,0,0
0,0,0,5,8,2,0,0,1,0,0,2
0,0,0,0,0,0,2,7,6,0,0,21
0,0,0,0,0,0,13,0,20,0,0,0
0,0,0,0,3,0,2,2,0,0,0,0
0,0,0,0,11,2,0,31,9,0,0,0
0,0,0,0,0,0,17,33,16,0,0,0
0,0,0,0,47,0,10,9,0,0,0,0
0,0,0,0,17,0,0,0,5,1,0,0
0,0,0,30,0,6,0,5,0,0,0,0
0,0,0,7,0,2,0,7,0,15,0,0
0,,0,22,48,0,0,0,0,3,0,0
0,,0,11,36,6,0,1,4,20,0,0
0,,0,,45,,8,3,,4,,0